Year,Title,Speakers,Description,Products,Solutions,Industries,Other_Topics,Session_Focus,Type,Skill_Level,Track,Role,RecordingLink,SlideLink
2018,IT1415 - Operational Intelligence: How to Decode the Code of Your Applications,"Nate Smalley, Sales Engineering Leader, Splunk; Aaron Garcia, Technology Engineer, Capital Group","Does your organization rely heavily on domain knowledge for issue resolution? Does your organization struggle with getting the proper insight and instrumentation from applications? Join Aaron Garcia, Technology Engineer, The Capital Group Companies and Nate Smalley, Splunk Engineer, as we discuss the step-by-step methodology used to leverage business capability requirements and application decomposition. Go from building organizational Splunk applications to data-driven, proactive and KPI-based models that anyone can understand, whether you're on the business or IT end of things.","Splunk Enterprise, Splunk IT Service Intelligence",,Financial Services,,,Breakout Session,Intermediate,IT Operations,"Administrator, Architect, Business Manager, CIO, Developer, Operations Manager, Site Reliability/Systems Engineer, Splunk Technical Champion",conf.splunk.com/files/2018/recordings/operational-intelligence-how to-it1415.mp4,static.rainfocus.com/splunk/splunkconf18/sess/1523385701401001hCxq/finalPDF/IT1415_OperationalIntelligence_Final_1538830147408001YMdg.pdf
2018,SEC1859 - Operationalizing Cyber Hunt: Transforming a Reactive SOC into a Proactive Hunt Team,"Anthony Talamantes, Manager, Defensive Cyber Operations, Johns Hopkins University Applied Physics Lab; Todd Kight, Senior Cyber Analyst, Johns Hopkins University Applied Physics Lab","The adversaries were evolving and we needed the agility to evolve with them. Our new philosophy of targeting the adversaries evolving TTPs with cyber hunting, needed the people, processes and technology to support it. We will discuss how we operationalized cyber hunting. One of our first challenges was getting to data fast and answering cyber questions fast. We could not afford the luxury of running reports that took hours to complete. We needed to have analytics at our finger tips, accessible by all cyber analysts and as easy as searching the web. That's all! We started with simple behavioral use cases and then expanded to more advanced use cases, looking for PowerShell and WMI activity. We will outline open source reporting, reference the MITRE ATT&CK model and discuss how we used threat emulation to operationalize hunt procedures. We are going to illustrate how we created analytics to identify advanced methodologies, used by some of the most advanced Nation States.",Splunk Enterprise,,Public Sector,,,Breakout Session,Advanced,"Security, Compliance and Fraud","CISO, Data Scientist/Analyst, Security Analyst",conf.splunk.com/files/2018/recordings/operationalizing-cyber-hunt-transforming-sec1859.mp4,static.rainfocus.com/splunk/splunkconf18/sess/1523583482464001VvDA/finalPDF/SEC1859_OperationalizingHuntDefensiveCyber_Final_1538666830331001GQyt.pdf
2018,"ITS2102 - Optimizing and Securing your Data Center by Integrating Cisco ACI, Network Assurance Engine, and Tetration with Splunk","Devarshi Shah, Technical Marketing Engineer, Cisco; Asha Hegde, Sr Product Manager, Cisco Systems","Join us in learning how Splunk apps for Cisco ACI, Network Assurance Engine, and Tetration can help you monitor health and performance of your Data Center network, while helping you with troubleshooting issues and acting on security threats. This session helps you understand the key capabilities of Splunk app for ACI such as health and performance monitoring of your ACI fabric, including multi-pod and multi-site ACI deployments, drilldown and root cause analysis, auditing user interactions, and monitoring micro-segmented endpoints and cross-tier visibility. In addition, you will also learn how the Splunk app for Cisco Network Assurance Engine brings together Cisco's SDN and Assurance capabilities with Splunk's operational intelligence for faster and more efficient troubleshooting of network issues. Lastly, you will learn about the Splunk app for Cisco Tetration which helps you understand, detect, and eliminate anomalies or security threats in your data center.","Splunk Enterprise, Splunk Enterprise Security, Phantom",,Not industry specific,,,Theater,Intermediate,IT Operations,,conf.splunk.com/files/2018/recordings/optimizing-and-securing-your-its2102.mp4,
2018,FN1309 - Optimizing Splunk Storage on AWS,"Jonathan Hodges, Associate Systems Architect, Sourced Group Inc; Daniel Barnett, Systems Architect, Sourced Group Inc","Splunk provides valuable insights for IT operations, security, compliance, and business development and can capture the highest returns when it is integrated across all branches of your business. Splunk's storage requirements are tied to its utilization, which can lead to increased costs to achieve the optimal level of integration to achieve your business goals. Deploying Splunk on AWS can significantly reduce the costs associated with hardware provisioning and data storage, but can still present higher operating costs when running at scale. Sourced Group engineers have architected and deployed methods to decrease these costs by leveraging different AWS storage services like EBS volume types and S3 storage tiers. With these proven designs in real-world environments, we will demonstrate how to optimize the performance of large Splunk deployments on AWS, while lowering total operating costs to facilitate the desired level business integrations.","Splunk Enterprise, Splunk Cloud",,Not industry specific,,,Breakout Session,Intermediate,Foundations / Platform,"Administrator, Architect, Developer",conf.splunk.com/files/2018/recordings/optimizing-splunk-storage-on-fn1309.mp4,static.rainfocus.com/splunk/splunkconf18/sess/1523042639275001tQUL/finalPDF/Optiming-Splunk-Enterprise-AWS-1309_1538860053222001ryhh.pdf
2018,IT1540 - Orchestrating an Improved Customer Experience: Utilize Splunk ITSI Insights to Drive Automation,"Scott Hamrick, IT Director Operations Analytics, PricewaterhouseCoopers; Patrick Combs, Data Analytics Lead, Tata Consultancy Service","Imagine proactively addressing defects in your IT systems before your customers feel the pain. Measuring the customer experience for IT services is a difficult proposition, and end-user expectations often exceed capabilities and are based on emotional responses rather than objective metrics. We will paint a picture of how you can use Splunk IT Service Intelligence (ITSI) to measure service health and the user experience from multiple IT operations components. But measuring the experience is only half the battle! We will also discuss how to create actionable events that can be remediated through various automation solutions. Make all of your customers' wildest dreams come true!","Splunk Enterprise, Splunk IT Service Intelligence",,Not industry specific,,,Breakout Session,Intermediate,IT Operations,"Administrator, Architect, Business Manager, CIO, Data Scientist/Analyst, Developer, Operations Manager, Security Analyst, Site Reliability/Systems Engineer, Splunk Technical Champion",conf.splunk.com/files/2018/recordings/orchestrating-an-improved-customer-it1540.mp4,static.rainfocus.com/splunk/splunkconf18/sess/1523475843742001AaiZ/finalPDF/IT1540_OrchestratingAnImprovedCustomer_Final_1538830062647001YQ2t.pdf
2018,IT1721 - Our First Win With Splunk: Finding and Remediating a Subtle Problem in an Atlassian Jira App,"Christopher Pepe, Praecipio Consulting","When an unstable application was crashing Jira multiple times daily, and costing thousands of hours of developer time, the world's largest broadcasting and cable television company wanted a solution. Fast. But a solution was not immediately available and required some real digging. Enter Splunk and Praecipio Consulting's team of consultants. Splunk was the ideal solution, but the team had limited experience in its use. And as powerful as the tools are, operating Splunk effectively can require a learning curve. However, using a combination of its own system monitoring tools and Atlassian expertise, the team was able to prevail. Spoiler alert: Splunk made an otherwise incredibly manual and time-consuming process much easier to manage, remediate and restore to full functionality and improved stability.",Splunk Enterprise,,Not industry specific,,,Theater,Intermediate,IT Operations,,conf.splunk.com/files/2018/recordings/our-first-win-with-it1721.mp4,static.rainfocus.com/splunk/splunkconf18/sess/1523556753521001xLwo/finalPDF/IT1721_T1721OurFirstWinSplunk_Final_1538857299485001rvQh.pdf
2018,SEC1601 - Payment Card Fraud - How SecurePay Mitigates Card Washing Attacks,"Luke Bampton, Application Security Specialist, SecurePay Pty Ltd","Compromising payment card data is only the first step for cybercriminals who specialize in payment card fraud in an attempt to monetize the information. Card washing is the differing techniques used to verify the validity of stolen or acquired payment card datasets, or those generated based on compromised ones by tools known as card generators. There's no single solution to preventing card washing and manual approaches don't cut it in a world where cybercriminals are running professional business organizations and taking full advantage of the scalability of cloud, automation and the borderless internet. Learn how SecurePay mitigates the risk of card washing with Splunk at the heart of the operation, allowing payments like donations to charities and other non-profits to be as frictionless as possible.","Splunk Enterprise, Splunk Cloud",,Financial Services,,,Breakout Session,Good for all skill levels,"Security, Compliance and Fraud","Data Scientist/Analyst, Security Analyst",conf.splunk.com/files/2018/recordings/payment-card-fraud-how-sec1601.mp4,static.rainfocus.com/splunk/splunkconf18/sess/1523495790754001AGps/finalPDF/Payment-Card-Fraud-1601_1538790472868001rGce.pdf
2018,FN1157 - Performance Engineering at Mastercard,"Ted Boehm, Senior Technical Consultant, Mastercard","I've been working on performance engineering at Mastercard for about four years now. We brought Splunk into Mastercard and use it nearly exclusively to find bottlenecks in our performance, as well as operationally to help maintain strict uptimes and SLAs. Through this, I've learned a ton about best tactics and best practices related to breaking down a solution or application, finding and exploiting its breaking points and finding solutions to a multitude of challenges. Machine data is the key. I'll share my knowledge about how we can build a better, more collaborative community of performance engineers, and together, deliver better solutions to our organizations and customers.",Splunk Enterprise,,Financial Services,,,Breakout Session,Good for all skill levels,Foundations / Platform,"Administrator, Architect, Business Manager, CTO, Data Scientist/Analyst, Operations Manager, Security Analyst, Site Reliability/Systems Engineer, Splunk Technical Champion",conf.splunk.com/files/2018/recordings/performance-engineering-at-mastercard-fn1157.mp4,static.rainfocus.com/splunk/splunkconf18/sess/1521744407726001sjjx/finalPDF/FN1157_PerformanceEngineeringatMastercard_Final_1538666212910001G6ue.pdf
2018,SEC1343 - Perl Compatible Regular Expressions for Incident Response,"Daniel Nutting, IT Delivery Manager - Security Operations, Publix; Bryan Turner, Associate IT Security Analyst 2, Publix Super Markets Inc.","Can you search against raw web server logs for ""SQL_Injection=*"" ? Yes! Every incident or investigation is different, which means analysts are looking for different types of data in different logs. Since the nature of the incident dictates the data required, analysts need to quickly extract new fields, mine for insights and analyze the results. Splunk's rex command is incredibly powerful for search time field extractions. With modular regular expressions, it's easy, even for an entry-level analyst. This presentation will showcase several incident response use cases and applicable regex code. Attendees should be somewhat comfortable with Regular Expressions.","Splunk Enterprise, Splunk Cloud, Splunk Enterprise Security",,Not industry specific,,,Breakout Session,Intermediate,"Security, Compliance and Fraud","Data Scientist/Analyst, Security Analyst, Splunk Technical Champion",conf.splunk.com/files/2018/recordings/perl-compatible-regular-expressions-sec1343.mp4,static.rainfocus.com/splunk/splunkconf18/sess/1523284100143001OVPV/finalPDF/Regular-Expressions-Incident-Responses-1343_1538790905728001rFCG.pdf
2018,FND1082 - Platoon Leader to Product Leader - Military to Civilian Transitions Into the Software Industry,"Andy Nortrup, Sr. Product Manager, Splunk","Veterans have an enormous amount to contribute to companies after they leave the military. But it can be very daunting for service members to apply for positions in the software industry when they have no apparent experience in the field or industry. The good news is that many of the concepts used every day in the military and in software and IT product leadership are incredibly similar but use different words. I'm an 8 year Army veteran who has spent the last 2.5 years at Splunk as a Product Manager. In this talk I'll provide a basic two way dictionary between military speak and things you say everyday in agile development. Having a better understanding of the similarities between military operations and software product development helps everyone feel more comfortable, applying for jobs and interviewing and hiring veterans going through an industry change.",Splunk Enterprise,,"Not industry specific, Diversity & Inclusion",,,Breakout Session,Good for all skill levels,Foundations / Platform,,conf.splunk.com/files/2018/recordings/platoon-leader-to-product-fnd1082.mp4,static.rainfocus.com/splunk/splunkconf18/sess/1521064265391001b2MH/finalPDF/FND1082_PlatoonLeadertoProduct_Final_1538804119207001YvnK.pdf
2018,SEC1898 - Pour Oil Not Sand Into Your Security Operations Center,"Rene Aguero, Sr. Manager Security Specialization, Splunk","Too often security teams become obsessed with choosing the best technology based on features, failing to consider what data can be leveraged from them. Eventually, you have to compare the data from one tool with data points from other tools, making the data they produce paramount. The functionality of the security product that security operation centers select is just as important as the data that you can get from that system. In this session, we'll explore how free services offered by the Splunk Security Specialist team can help you mature with your security operations. We'll take a look at the specialist catalog, explore hands-on workshops and review some assessments we've run for customers. Examples of prescriptive recommendations will be covered as well as a path to increase security maturity while using Splunk.","Splunk Enterprise, Splunk Cloud, Splunk Enterprise Security, Phantom",,Not industry specific,,,Breakout Session,Good for all skill levels,"Security, Compliance and Fraud","CISO, Data Scientist/Analyst, Security Analyst",conf.splunk.com/files/2018/recordings/pour-oil-not-sand-sec1898.mp4,static.rainfocus.com/splunk/splunkconf18/sess/15235917652490010RfJ/finalPDF/SEC1898_PourOilNotSand_Final_1538666970034001L2LD.pdf
2018,SECS2098 - Prioritize and automate response to critical threats fast with accurate business context,"Janene Casella, ServiceNow","You can't adequately secure your organization when you don't know what you need to protect or what's important. In an ever-expanding IT landscape you need an accurate, up-to-date record of assets that is shared between IT and security in order to understand what's at risk. Prioritization of security incidents by business risk is needed to help security teams that are understaffed and overwhelmed respond more efficiently. Learn how you can combine Splunk Enterprise with ServiceNow IT Operations Management and Security Operations to identify, prioritize, and remediate security incidents faster with automation and orchestration. Know the most critical threats to your business have been resolved first.",Splunk Enterprise,,Not industry specific,,,Breakout Session,Good for all skill levels,"Security, Compliance and Fraud",,conf.splunk.com/files/2018/recordings/prioritize-and-automate-response-secs2098.mp4,static.rainfocus.com/splunk/splunkconf18/sess/1534795767005001Thee/finalPDF/SEC2098_PrioritizeAndAutomateResponse_Final_15386685738170012SzP.pdf
2018,BA1341 - Process Mining Using Splunk at Porsche,"Martin Senebald, COCUS AG; Viswatez Repakula, IT Project Manager, Porsche","Porsche uses Splunk to analyze live data from the Porsche Connect Platform to identify business processes. Mining and analyzing these processes provides valuable insights for management, business owners and the operations team. In this session, we'll discuss how process mining works, where Porsche uses this and how we use the Key Value Store and custom visualizations to enable this technique.",Splunk Enterprise,,Manufacturing,,,Breakout Session,Good for all skill levels,Business Analytics,,conf.splunk.com/files/2018/recordings/process-mining-using-splunk-ba1341.mp4,static.rainfocus.com/splunk/splunkconf18/sess/1523280240210001JmED/finalPDF/BA1341_final_1539205252041001Zjgn.pdf
2018,SEC1930 - Protecting $1 Trillion Every Day - How Bank of England has Evolved From a Reactive to a Proactive SOC,"Jonathan Pagett, Head of Security Operations Centre, Bank of England","The Bank of England recognized the need to evolve from a reactive SOC, very much focused on ‘known threats' to a proactive one, which meant hunting down and responding to ""unknown' threats. They also recognized that they needed a new operating model to realize this strategy, one where the technology fits the model and not the other way around. _This session will talk about how the organization developed the strategy to become proactive, put the people/process/technology puzzle together, how Splunk helped them develop a world-class SOC without increasing the cost burden and the ways they are profiling adversary techniques to proactively hunt them and protect $1 trillion in daily transactions.",Splunk Enterprise,,"Financial Services, Public Sector",,,Breakout Session,Good for all skill levels,"Security, Compliance and Fraud","CISO, Data Scientist/Analyst, Security Analyst",conf.splunk.com/files/2018/recordings/protecting-1-trillion-every-sec1930.mp4,static.rainfocus.com/splunk/splunkconf18/sess/1523600777506001XL1W/finalPDF/SEC1930_Protecting1TrillionEveryday_Final_15386671813740012mEd.pdf
2018,SEC1638 - Providing Intelligence Support for Your World-Class SOC,"Rich Barger, Director of Security Research, Splunk; Brandon Catalan, Accenture","As a security practitioner, are you struggling to determine the right questions to ask of your data? As a security leader, are you challenged with mapping your security use cases to specific business requirements? If so, come hear from Accenture iDefense, alongside the Splunk Security Research Team, as they introduce a revolutionary new framework in security analytics -- one that allows security stakeholders to take threat intelligence beyond spreadsheets and indicators of compromise. We will take a deep dive into the ""analytic story,"" a framework that can help the modern SOC improve detection and investigation and to respond to risks. Learn to demystify the steps for threat-intelligence consumers and producers to better understand, communicate and prioritize around security use cases. This step-by-step journey will outline the best practices and the lessons learned.","Splunk Enterprise, Splunk Enterprise Security",,Not industry specific,,,Breakout Session,Intermediate,"Security, Compliance and Fraud",,conf.splunk.com/files/2018/recordings/providing-intelligence-support-for-sec1638.mp4,static.rainfocus.com/splunk/splunkconf18/sess/1523511116303001hRdm/finalPDF/Providing-Intelligence-Support-World-1638_1538790670536001CYkd.pdf
2018,SEC2106 - Pull up your SOCs: A Splunk Primer on Building or Rebuilding Your Security Operations,"Dimitri McKay, Staff Security Architect, Jedi Master, Splunk; Matthew Valites, Sr. Security Specialist, Splunk","Whether starting from scratch, or rebuilding your security program, the first twelve months are critical in the achievement of a well-oiled Security Operation. Are you wondering where to start? What do the right set of skills look like to satisfy your charter? Do you even have a charter? Do you know what telemetry you need first? What about your security policies, procedures, and standards? Our goal is to ease your anxiety and up-level your stats using a prescriptive approach to answer these questions. With a combined 30+ years in InfoSec, Dimitri McKay and Matthew Valites will show you how to use real-world experience with the search and investigative power of Splunk for Security Operations.",,,Not industry specific,,,Breakout Session,Good for all skill levels,"Security, Compliance and Fraud","CISO, Data Scientist/Analyst, Security Analyst",conf.splunk.com/files/2018/recordings/pull-up-your-socs-sec2106.mp4,static.rainfocus.com/splunk/splunkconf18/sess/1534916941435001dD5x/finalPDF/Pull-Up-Your-Socs-2106_1538790890648001Cr0a.pdf
2018,IT1452 - Reaching Cloud Nirvana in a Multi-Cloud World,"Kamilo Amir, Cloud Architect, Splunk; Subramaniam Baskaran, Product Manager, Splunk","Have you been tasked with getting visibility into multiple public and private clouds? Let Splunk help normalize your multiple cloud providers so that you can easily see what's been deployed across all of them. Project Silver Lining built a Cloud Common Information Model allowing data to be normalized into five main components for Cloud: Storage, Network, Compute, Identity and Services.","Splunk Enterprise, Splunk Cloud",,Not industry specific,,,Breakout Session,Intermediate,IT Operations,"Administrator, Architect, Business Manager, Developer, Operations Manager, Site Reliability/Systems Engineer",conf.splunk.com/files/2018/recordings/reaching-cloud-nirvana in-it1452.mp4,static.rainfocus.com/splunk/splunkconf18/sess/1523423489304001K1bs/finalPDF/IT1452_ReachingCloudNirvanaInA_Final_1538855199863001Y2lo.pdf
2018,FN1200 - Real-World Use Cases with Splunk Federated Search and Open Source Software,"Raanan Dagan, Principal SE Architect, Splunk; Bruce Penn, Senior Sales Engineer, Splunk","Have you ever wanted to search across your entire open source big data ecosystem? In this session, we will discuss the architectures of real-world customer use cases using new Splunk innovations as well as integrations with Spark, Kafka, Solr, Hadoop, MongoDB, Cassandra, and HBase. We will focus on Splunk's new approach for leveraging Spark and performing a _federated search across both Splunk Indexes and open source data stores.","Splunk Enterprise, Splunk Cloud",,Not industry specific,,,Breakout Session,Intermediate,Foundations / Platform,"Administrator, Architect, CTO, Splunk Technical Champion",conf.splunk.com/files/2018/recordings/real-world-use-cases-fn1200.mp4,static.rainfocus.com/splunk/splunkconf18/sess/1522190490006001r5Gh/finalPDF/Real-World-Use-Cases-1200_1538790661879001Cre5.pdf
2018,SECS2107 - REI Gains end-to-end security visibility during AWS cloud migration ,"Kamilo Amir, Cloud Architect, Splunk; Rohit Pujari, Amazon Web Services","REI, known for its customer service and brand reputation, wanted to extend its security posture to include edge protection of its Amazon Virtual Private Clouds (VPCs) as it migrated applications to Amazon Web Services (AWS). REI deployed Splunk Cloud and Amazon GuardDuty to manage threat detection service across its hybrid environment and has seen benefits including:
- Gaining end-to-end security visibility during AWS cloud migration
- Real-time insight into potential threats
- Enabling a security-oriented mindset through DevSecOps",,,,,,Breakout Session,,"Security, Compliance and Fraud",,conf.splunk.com/files/2018/recordings/rei-gains-end-to-secs2107.mp4,static.rainfocus.com/splunk/splunkconf18/sess/1535036055606001S4Jz/finalPDF/SEC2107_HowREIUsesIntelligent_Final_1538669777755001LYDe.pdf
2018,FND1326 - Replace Outdated Pipelines With Fresh Routines For Greater Thought Put,"Kelly Kitagawa, Sales Engineer, Splunk","Fake News: Lack of Diversity in Tech is because of a Pipeline Problem! Have you ever heard people say, 'the reason why there are so few women in tech is because there just aren't enough women applying.' Many people talk about the 'pipeline problem' _ the belief that the tech industry isn't diverse because of a scarcity of available talent _ for its strikingly low levels of underrepresented groups. Come to this session to get an understanding of what the pipeline problem is and how we can address it together! Learn how you can be an advocate for underrepresented groups.",Splunk Enterprise,,"Not industry specific, Diversity & Inclusion",,,Breakout Session,Good for all skill levels,Foundations / Platform,,conf.splunk.com/files/2018/recordings/replace-outdated-pipelines-with-fnd1326.mp4,static.rainfocus.com/splunk/splunkconf18/static/staticFile/static_file/FND1326_replace_outdated_pipelines_long.pdf
2018,FN1303 - Revealing the Magic: How Splunk Cloud and Splunk Enterprise Improved Search Performance by 50%,"Kellen Green, Red 2, Splunk",The next release of Splunk Cloud and Splunk Enterprise (autumn 2018 release) introduces many new features and other advancements to improve the performance of your searches. Join us for a technical deep-dive on how this was achieved and explore how you can tweak your searches to best take advantage of these new optimizations.,"Splunk Enterprise, Splunk Cloud",,Not industry specific,,,Breakout Session,Intermediate,Foundations / Platform,"Data Scientist/Analyst, Developer, Security Analyst, Site Reliability/Systems Engineer, Splunk Technical Champion",conf.splunk.com/files/2018/recordings/revealing-the-magic-how-fn1303.mp4,static.rainfocus.com/splunk/splunkconf18/sess/15230307008970013eU6/finalPDF/FN1303_RevealingTheMagic_1539123987021001TcI3.pdf
2018,"FN1585 - Running a Multi-Tenant, AWS Splunk Platform Within Financial Services - Principles and Challenges","Katherine Shaw, Senior Technology Architect, Accenture; Oliver Murphy, Head of Monitoring, Analytics and Diagnostics, National Australia Bank Ltd.","Today we run an AWS hosted, multi-tenant Splunk service that provides critical functions for 1000+ users, across areas as diverse as mainframe, core banking, digital and payments. We enable use cases from IT Operations to security and business analytics. The journey started from multiple disparate Splunk instances, no capacity to scale and many single points of failure. Learn about the challenges this growth has presented and the guiding principles that we have developed (and distilled from previous Splunk conferences) to successfully run a multi-tenant Splunk model. We address both the technical (architecture, automation, DevOps) and organizational (community and team development, cost distribution) factors that are critical to operating a platform at this scale.",Splunk Enterprise,,Financial Services,,,Breakout Session,Good for all skill levels,Foundations / Platform,"Administrator, Architect, Developer, Site Reliability/Systems Engineer, Splunk Technical Champion",conf.splunk.com/files/2018/recordings/running-a-multi-tenant-fn1585.mp4,static.rainfocus.com/splunk/splunkconf18/sess/1523490701517001xpfi/finalPDF/FN1585_RunningaMultiTenantAWS_Final_1538798963152001YnnK.pdf
2018,"SEC1479 - Say Goodbye to Your Big Alert Pipeline, and Say Hello to Your New Risk-Based Approach","Jim Apger, Staff Security Architect, Splunk; Stuart McIntosh, Cyber Security Threat Specialist, American Family Insurance","A different approach has been evolving within the SOC, which is generally based on risky behavior. The use of the term ""generally"" is very important and this approach has been quickly spreading from the early adopting mature SOCs to the masses over the past several years. Too many incidents and whitelists? No situational awareness at the start of an investigation? Interested in ATT&CK? The risk-based (or more specifically ""risky behavior""-based) approach allows you to deploy more general detection mechanisms without directly creating incidents. These more general risk attributions, by design, are the foundation upon which a new breed of high-confidence incidents is delivered. American Family Insurance will be joined by Splunk to detail its evolution into a risk-based approach within its SOC.","Splunk Enterprise, Splunk Enterprise Security",,Not industry specific,,,Breakout Session,Intermediate,"Security, Compliance and Fraud","Data Scientist/Analyst, Security Analyst",conf.splunk.com/files/2018/recordings/say-goodbye-to-your-sec1479.mp4,static.rainfocus.com/splunk/splunkconf18/sess/1523456018499001lxCD/finalPDF/SEC1479_SayGoodbyeToYourBig_Final_1538509127390001SxPF.pdf
2018,FN1564 - Scaling for Success: Addressing Organizational Skill Gaps,"Gregory Poniatowski, Information Security Lead, Mars, Inc.; Matt Pecorelli, Security Services Senior Manager, Mars, Inc.","You got Splunk! You see endless possibilities to use Splunk. Your organization finally gets Splunk. People are excited and want in... But as with all great opportunities, there are responsibilities. How do you set your organization up to successfully meet demands of your internal users? Mars embarked on an ambitious plan with Splunk. And ran into internal skills gaps as a barrier for adoption and maturity, including tackling questions such as, ""How do you provide access to skilled resources?"" The Mars team went through many iterations of trying to crack this nut. They've landed on a Center-of-Excellence model, coupled with on-demand services as a way to solve this problem. Splunk's admin-on-demand services for Splunk Cloud complement this approach. Please join us to learn more.","Splunk Cloud, Splunk Enterprise Security",,"Aerospace & Defense, Higher Education, Manufacturing, Public Sector",,,Breakout Session,Good for all skill levels,Foundations / Platform,"Administrator, Business Manager, CIO, CTO, Operations Manager, Splunk Technical Champion",conf.splunk.com/files/2018/recordings/scaling-for-success-addressing-fn1564.mp4,static.rainfocus.com/splunk/splunkconf18/sess/1523485879715001K4pp/finalPDF/Scaling-for-Success-1564_1538790951416001rzK0.pdf
2018,DEV2043 - Search On Splunk Developer Cloud,"Manu Jose, Sr. Manager, Engineering, Splunk; Alex James, Sr. Principal Architect, Splunk; Igor Braylovskiy, Sr. Director, Engineering, Splunk","Introducing the new Search Experience in Splunk Developer Cloud. We'll cover the new simplified SPL, the new Module system for organizing and isolating your Knowledge Objects (Indexes, Lookups, Views and Search Time Extractions), and the new Catalog for creating, finding, manipulating and managing your Knowledge Objects.",,,Not industry specific,,,Breakout Session,Intermediate,Developer,,conf.splunk.com/files/2018/recordings/exciting-to-be-announced-dev2043.mp4,static.rainfocus.com/splunk/splunkconf18/sess/1533411825182001h84c/finalPDF/DEV2043_SearchOnSplunkCloud_Final_1538665037469001GruT.pdf
2018,SECS2147 - Security Automation and Orchestration- Make Your Sandbox More Useful by Accelerating Your End-to-End Response Capabilities,"Zach Sivertson, Sr. Director, Product Management, Symantec","Many security teams have one or more sandbox systems deployed, but struggle to create/show value because they are not truly real-time. By using Phantom's automation and orchestration capabilities, you can speed up the time from detection to resolution by integrating valuable IoC data across a broad range of security products and processes. In this track, we will look at the process of building multi-phase security automation and orchestration responses, leveraging Phantom and the broad suite of Symantec and other vendor security products.",Phantom,,Not industry specific,,,Breakout Session,Good for all skill levels,"Security, Compliance and Fraud",,,static.rainfocus.com/splunk/splunkconf18/sess/1535739537036001z7Im/finalPDF/Security-Automation-and-Orchestration-2147_1538790978044001r9ox.pdf
2018,SEC1538 - Security Ninjutsu Part Five: The Most Advanced Content Money Can Buy,"David Veuve, Principal Security Strategist, Splunk","Security Ninjutsu turns five! Last year, we told you every advanced SPL technique that we knew about, with a 23,000-word PDF chock full of detail. This year, we swing to the other side, and tell you about every advanced SPL search that we've ever seen customers love. This isn't bytes_out>35000, this is bytes_out>whoa that's cool! Of course, we will have sample data with every search, and every search will be present in Splunk Security Essentials. Come learn about all the latest and greatest, and be prepared to blow the SOCs off your team. And no, I am *not* sorry for the pun.","Splunk Enterprise, Splunk Enterprise Security",,Not industry specific,,,Breakout Session,Advanced,"Security, Compliance and Fraud","Data Scientist/Analyst, Security Analyst",conf.splunk.com/files/2018/recordings/security-ninjutsu-part-five-sec1538.mp4,static.rainfocus.com/splunk/splunkconf18/sess/1523475151562001PJ0M/finalPDF/SEC1538_SecurityNinjutsuPartFive_Final_1538509400290001wUtu.pdf
2018,SEC1980 - Security Orchestration at Priceline - A Real Case Study,"Tony Lin, Senior Security Engineer, Priceline.com","In a small security team, trying to allocate resources among monitoring, incident response, alerting and patching can be very challenging. Security orchestration is the path we are aiming for in an organization like Priceline. We would like to demonstrate how Priceline.com uses Splunk Phantom to integrate with our security technologies including firewalls, IDS, threat intelligence, multi-factor authentications, endpoint protections, threat hunting and patching into standardized and automated processes. We would like to share the design process, lessons learned and take feedback from the audience. We plan to show our playbooks, events, and customized apps used in our production environment.",Phantom,,Technology,,,Breakout Session,Intermediate,"Security, Compliance and Fraud","CISO, Data Scientist/Analyst, Security Analyst",conf.splunk.com/files/2018/recordings/security-orchestration-at-priceline-sec1980.mp4,static.rainfocus.com/splunk/splunkconf18/sess/1527810663938001Zgua/finalPDF/SEC1980_SecurityOrchestrationAtPriceline_Final_1538667453799001LqjE.pdf
2018,SEC2075 - Security Super Session: Splunk Security Vision and Roadmap With Haiyan Song,"Haiyan Song, SVP & GM Security Markets, Splunk; Karthik Kannan, Head, Security Analytics, Splunk; Oliver Friedrichs, VP, Security Automation and Orchestration, Splunk","Haiyan Song, SVP & GM of Security Markets for Splunk -- together with Oliver Friedrichs, VP, Security Automation and Orchestration and Karthik Kannan, Head of Behavioral Analytics -- share the motivations and innovations driving Splunk's security portfolio, delivering you the platform for data, analytics and operations you need to reduce risk and better secure your organization.",,,"Security, Compliance and Fraud",,,Super Session,Good for all skill levels,"Security, Compliance and Fraud",,conf.splunk.com/files/2018/recordings/security-super-session- splunk-sec2075.mp4,static.rainfocus.com/splunk/splunkconf18/sess/1534282618669001db6x/finalPDF/SEC2075%20-%20Security%20Super%20Session_1539118500109001Tyab.pdf
